Country Code,Variable code,Variable description,Units
NZL,WSSS,"Compensation of employees, value",National currency
NZL,XGS,"Exports of goods and services, value, National Accounts basis",National currency
NZL,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
NZL,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
NZL,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
NZL,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
NZL,XPERF,"Export performance for goods and services, volume",ratio
NZL,XSHA,Share of value exports of good and services in world exports expressed in USD,ratio
NZL,YDH,"Net household disposable income, value",National currency
NZL,YDRH,"Net household disposable income, real",National currency
NZL,YPEPG,"Property income paid by government, value",National currency
NZL,YPEPGX,"Property income paid by government, excluding interest payments, value",National currency
NZL,YPERG,"Property income received by government, value",National currency
NZL,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
NZL,YPG,"Current disbursements, general government, value",National currency
NZL,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
NZL,YPGT,"Total disbursements, general government, value",National currency
NZL,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
NZL,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
NZL,YPOTG,"Other current outlays, general government, value",National currency
NZL,YPOTH,"Other current income payable by households, value",National currency
NZL,YRG,"Current receipts, general government value",National currency
NZL,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
NZL,YRGT,"Total receipts, general government, value",National currency
NZL,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
NZL,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
NZL,YRH,"Net current receipts of households, value",National currency
NZL,YROTH,"Other current income receivable by households, value",National currency
OECD,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
OECD,CBD,"Current account balance, value in USD",USD
OECD,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
OECD,CBRD,"Current account balance, residual item, USD",USD
OECD,CGV,"Government final consumption expenditure, volume",National currency
OECD,CPI,Consumer price index,Index
OECD,CPV,"Private final consumption expenditure, volume",National currency
OECD,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
OECD,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
OECD,ET,Total employment,Persons
OECD,FDD,"Final domestic expenditure, value",National currency
OECD,FDDV,"Final domestic expenditure, volume",National currency
OECD,GDP,"Gross domestic product, value, market prices",National currency
OECD,GDPV,"Gross domestic product, volume, market prices",National currency
OECD,GDPV_ANNPCT,GDP growth (volume),Per cent
OECD,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
OECD,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
OECD,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
OECD,ITV,"Gross fixed capital formation, total, volume",National currency
OECD,LF,Labour force,Persons
OECD,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
OECD,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
OECD,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
OECD,NLGQ,"Government net lending, as a percentage of GDP",Per cent
OECD,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
OECD,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
OECD,PCG,"Government final consumption expenditure, deflator",Index
OECD,PCORE,Core inflation index,Index
OECD,PCP,"Private final consumption expenditure, deflator",Index
OECD,PCP_YTYPCT,"Private final consumption expenditure, deflator,  growth",Per cent
OECD,PDTY,Labour productivity of the total economy,Index
OECD,PGDP,"Gross domestic product, deflator, market prices",Index
OECD,PIT,"Gross total fixed capital formation, deflator",Index
OECD,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
OECD,PMGSD,"Imports of goods and services, 2005 USD deflator, National Accounts basis",Index
OECD,POP,Total Population,Persons
OECD,PTDD,"Total domestic expenditure, deflator",Index
OECD,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
OECD,PXGSD,"Exports of goods and services, 2005 USD deflator, National Accounts basis",Index
OECD,TDDV,"Total domestic expenditure, volume",National currency
OECD,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
OECD,ULC,Unit labour cost in total economy,Index
OECD,UN,"Unemployment, level",Persons
OECD,UNR,Unemployment rate,Per cent
OECD,WPBRENT,"Crude oil price, fob, spot Brent, USD",USD
OECD,WPHAMD,"Agricultural raw materials, world price, HWWI- index in USD",USD
OECD,WPHD,"Primary commodities excluding energy, world price, HWWI- index USD",USD
OECD,WPHFBD,"Food and tropical beverages, world price, HWWI-index in USD",USD
OECD,WPHFD,"Food, world price, HWWI-index in USD",USD
OECD,WPHMMD,"Minerals, ores and metals, world price, HWWI- index in USD",USD
OECD,WPHTBD,"Tropical beverages, world price, HWWI- index in USD",USD
OECD,WPOIL,"OECD crude oil import price, CIF, USD per barrel",USD
OECD,WSSS,"Compensation of employees, value",National currency
OECD,WSST,"Compensation rate, total economy",National currency
OECD,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
OECD,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
OECD,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
OECD,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
OECD,XPERF,"Export performance for goods and services, volume",ratio
OECD,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
OECD,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
OIL,BSII,"Balance of primary income, value, balance of payments basis",National currency
OIL,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
OIL,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
OIL,CB,"Current account balance, value",National currency
OIL,CBD,"Current account balance, value in USD",USD
OIL,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
OIL,CBR,"Current account balance, residual item",National currency
OIL,CBRD,"Current account balance, residual item, USD",USD
OIL,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
OIL,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
OIL,NTR,"Secondary income, net,  balance of payments basis",National currency
OIL,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
PER,BSII,"Balance of primary income, value, balance of payments basis",National currency
PER,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
PER,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
PER,CB,"Current account balance, value",National currency
PER,CBD,"Current account balance, value in USD",USD
PER,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
PER,CBR,"Current account balance, residual item",National currency
PER,CBRD,"Current account balance, residual item, USD",USD
PER,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
PER,CGV,"Government final consumption expenditure, volume",National currency
PER,CP,"Private final consumption expenditure, value, GDP expenditure approach",National currency
PER,CPI,Consumer price index,Index
PER,CPIDR,"Competitiveness indicator, relative consumer prices (CPI), overall weights",Index
PER,CPV,"Private final consumption expenditure, volume",National currency
PER,CQ_FBGSV,"Net exports, contribution to growth in real GDP",Per cent
PER,CQ_ISKV,"Change in inventories, contributions to growth in real GDP",Per cent
PER,CTGSVD,"Contribution to world trade volume, goods and services expressed in USD, 2005 prices",Per cent
PER,ET,Total employment,Persons
PER,EXCH,"Exchange rate, USD per National currency",Level
PER,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
PER,EXCHUD,"Exchange rate, National currency per USD",Level
PER,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
PER,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
PER,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
PER,FDD,"Final domestic expenditure, value",National currency
PER,FDDV,"Final domestic expenditure, volume",National currency
PER,GDP,"Gross domestic product, value, market prices",National currency
PER,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
PER,GDPV,"Gross domestic product, volume, market prices",National currency
PER,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
PER,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
PER,IRCB,"Central bank, Key interest rates",Per cent
PER,IRS,Short-term interest rate,Per cent
PER,IT,"Gross fixed capital formation, total, value",National currency
PER,ITISK,"Gross capital formation, current prices",National currency
PER,ITISKV,"Gross capital formation, total, volume",National currency
PER,ITV,"Gross fixed capital formation, total, volume",National currency
PER,LF,Labour force,Persons
PER,MGS,"Imports of goods and services, value, National Accounts basis",National currency
PER,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
PER,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
